Unnamed: 0,had1,had2,z1,z2,conv,UP,DO,ST,UPb,DOb,STb
125,310.0,105.0,0.25,0.511,-0.08797992357840731,-0.04253812975839035,-0.003200226101294186,-0.002725306187706574,0.019663170469464804,-0.013110861267757606,-0.0010339503699233854
126,310.0,105.0,0.25,0.583,-0.10914313254062862,-0.050964998381726676,-0.0031169509738981794,-0.0026203469651772723,0.019171409821501523,-0.01572939583058662,-0.0009941300270017088
127,310.0,105.0,0.25,0.6559999999999999,-0.1327727668074633,-0.05976832910321363,-0.002829356950283448,-0.002344307158014478,0.017444943986370535,-0.018418785040972656,-0.0008894036435894546
128,310.0,105.0,0.25,0.728,-0.15734438217135574,-0.06837379227261575,-0.002333198708653834,-0.0019105475253749346,0.01443998901937531,-0.020970957332803415,-0.0007248401407256127
129,310.0,105.0,0.25,0.8,-0.1785651075236104,-0.07568303181692548,-0.0017895891066217124,-0.001450379167160627,0.011141428035167805,-0.02304600815240836,-0.0005502574658140992
130,310.0,105.0,0.35,0.15,-0.0010983769020486691,0.004296815879504594,0.0007660769083166889,0.0009580778622386702,-0.004169956452969979,0.003334003076870295,0.000861516843702416
131,310.0,105.0,0.35,0.222,-0.01610378481454603,-0.0036841430091216335,-0.0005467093871724649,-0.0006669842120852051,0.0030221364737153204,-0.002829295373030303,-0.0005997614138086037
132,310.0,105.0,0.35,0.294,-0.02973884696540539,-0.011886020958206801,-0.0015283800907967566,-0.00182625319168355,0.008442686269142581,-0.009176606208840523,-0.0016421920884638235
133,310.0,105.0,0.35,0.36700000000000005,-0.04214252555184417,-0.018364868412370203,-0.0020821192634146723,-0.002489834663840825,0.01144766950218196,-0.014294601121523623,-0.002238893711541221
134,310.0,105.0,0.35,0.439,-0.05458491533574287,-0.024148766776216257,-0.002388330220094727,-0.0028323936991163797,0.013121630114586308,-0.018884858109513913,-0.0025469275264158858
135,310.0,105.0,0.35,0.511,-0.06882315698764488,-0.03031905879350581,-0.0025483331747713656,-0.002987452723683564,0.013995710773251428,-0.02380112140581971,-0.002686358742497379
136,310.0,105.0,0.35,0.583,-0.08542462572500943,-0.03724323261498696,-0.002549393340724652,-0.0029512522851590658,0.014008275575583215,-0.029296543777368605,-0.0026538068082888216
137,310.0,105.0,0.35,0.6559999999999999,-0.10431986422970076,-0.04478100412500391,-0.00238006782036848,-0.0027174134456512743,0.013072936686449314,-0.035240788762328994,-0.0024435356947521184
138,310.0,105.0,0.35,0.728,-0.12376962380963821,-0.05241925751798058,-0.0020157251575386196,-0.002273865186517652,0.011068078668453498,-0.04120062485216456,-0.0020446909752367152
139,310.0,105.0,0.35,0.8,-0.14118726822659722,-0.05901177674549177,-0.0015814379885394627,-0.001765698011365713,0.0086815553397087,-0.04628392659423757,-0.00158774003412311
140,310.0,105.0,0.45,0.15,-0.000509324490917686,0.0013464996147773537,0.0004293337666845393,0.0012674094206744293,-0.0012869935751533546,0.003708647274016356,0.002311594373960534
141,310.0,105.0,0.45,0.222,-0.016791143457695633,-0.0010847279219462715,-0.0002907269757452809,-0.0008283250535046507,0.0008753954229219369,-0.002994159532244366,-0.0015107600608436477
142,310.0,105.0,0.45,0.294,-0.029922660202710737,-0.0036305380180899076,-0.0008456441101708098,-0.002415178170864399,0.002544381439404236,-0.010053681281658856,-0.00440497930724832
143,310.0,105.0,0.45,0.36700000000000005,-0.041304823587006906,-0.005640973057185724,-0.001151998487288729,-0.0032867964168277557,0.0034638934119730204,-0.015688923443697524,-0.005994700671744797
144,310.0,105.0,0.45,0.439,-0.05263222900887092,-0.00767160748798216,-0.0013658289542159295,-0.003863087128206659,0.004105997485540712,-0.021425836406364317,-0.007045781991213215
145,310.0,105.0,0.45,0.511,-0.06564813496453241,-0.010084269064008415,-0.0015252233716125249,-0.004263463506269633,0.004584692858639387,-0.028264831802902585,-0.0077760178312660504
146,310.0,105.0,0.45,0.583,-0.0816320720104672,-0.013127163065171166,-0.0016166161738715775,-0.004461799923582323,0.004862379395179285,-0.036864091599904225,-0.008137758354046397
147,310.0,105.0,0.45,0.6559999999999999,-0.10055185843293198,-0.016878344453991785,-0.0016135696811708765,-0.004392099150008495,0.0048519315606587055,-0.047414257415837345,-0.008010632964708341
148,310.0,105.0,0.45,0.728,-0.12118845532908605,-0.02116801710767566,-0.0014640550866414986,-0.003937137677644136,0.004400929174038778,-0.059388701648645875,-0.007180840821198302
149,310.0,105.0,0.45,0.8,-0.13999725325882748,-0.025238848574688756,-0.0012164464658590138,-0.003237658980110503,0.003655941700940716,-0.07065824445571495,-0.005905080206239653
150,310.0,105.0,0.6,0.15,-0.00035690037183346436,0.00014770741939294194,8.70941215666605e-05,0.0010715002447823062,-0.0001359061283156783,0.0021900971563731833,0.005822477419884088
151,310.0,105.0,0.6,0.222,-0.01771197188730862,-0.00011355944467799694,-5.863535247943103e-05,-0.0007060097859481389,8.828943886412814e-05,-0.0017591268191302074,-0.0038364209965583394
